INSERT INTO `students` (`id`, `degree_id`, `name`, `surname`, `date_of_birth`, `fiscal_code`, `enrolment_date`, `registration_number`, `email`) VALUES
('Miriam', '1976-12-12'),
('Maika', '1976-12-08'),
('Jarno', '1976-12-08'),
('Evangelista', '1976-12-07'),
('Ulrico', '1976-12-06'),
('Moreno', '1976-12-02'),
('Helga', '1976-12-01'),
('Elsa', '1976-11-30'),
('Kayla', '1976-11-29'),
('Serse', '1976-11-28'),
('Enrica', '1976-11-26'),
('Michele', '1976-11-26'),
('Antonino', '1976-11-17'),
('Alessandro', '1976-11-16'),
('Ione', '1976-11-01'),
('Enrica', '1976-11-01'),
('Emilia', '1976-10-31'),
('Thea', '1976-10-31'),
('Noel', '1976-10-22'),
('Odino', '1976-10-20'),
('Piccarda', '1976-10-18'),
('Caio', '1976-10-14'),
('Vitalba', '1976-10-09'),
('Gastone', '1976-10-08'),
('Ingrid', '1976-10-06'),
('Sarita', '1976-10-04'),
('Michele', '1976-10-03'),
('Selvaggia', '1976-10-02'),
('Gianantonio', '1976-09-29'),
('Samira', '1976-09-25'),
('Monia', '1976-09-24'),
('Maika', '1976-09-22'),
('Alberto', '1976-09-20'),
('Donatella', '1976-09-06'),
('Lisa', '1976-09-05'),
('Jack', '1976-09-05'),
('Donatella', '1976-09-04'),
('Xavier', '1976-09-02'),
('Ortensia', '1976-08-22'),
('Sabino', '1976-08-21'),
('Guido', '1976-08-20'),
('Abramo', '1976-08-18'),
('Sarita', '1976-08-17'),
('Maristella', '1976-08-16'),
('Edipo', '1976-08-15'),
('Tazio', '1976-08-13'),
('Kayla', '1976-08-11'),
('Nazzareno', '1976-08-09'),
('Marzio', '1976-08-09'),
('Diana', '1976-08-06'),
('Rocco', '1976-08-04'),
('Gianmarco', '1976-08-03'),
('Elsa', '1976-08-03'),
('Dante', '1976-08-03'),
('Clodovea', '1976-08-02'),
('Aaron', '1976-07-29'),
('Concetta', '1976-07-26'),
('Boris', '1976-07-26'),
('Elga', '1976-07-26'),
('Noemi', '1976-07-26'),
('Guendalina', '1976-07-24'),
('Sasha', '1976-07-18'),
('Armando', '1976-07-17'),
('Clea', '1976-07-14'),
('Marieva', '1976-07-13'),
('Samira', '1976-07-12'),
('Pablo', '1976-07-10'),
('Liborio', '1976-07-08'),
('Fatima', '1976-07-02'),
('Tolomeo', '1976-07-01'),
('Damiana', '1976-06-29'),
('Jelena', '1976-06-29'),
('Anastasio', '1976-06-28'),
('Ciro', '1976-06-26'),
('Max', '1976-06-25'),
('Rodolfo', '1976-06-24'),
('Kayla', '1976-06-20'),
('Eusebio', '1976-06-20'),
('Helga', '1976-06-18'),
('Osea', '1976-06-17'),
('Monia', '1976-06-17'),
('Miriam', '1976-06-15'),
('Artemide', '1976-06-14'),
('Battista', '1976-06-11'),
('Demian', '1976-06-08'),
('Augusto', '1976-06-05'),
('Tommaso', '1976-06-04'),
('Olimpia', '1976-06-03'),
('Rosalba', '1976-05-31'),
('Cosetta', '1976-05-28'),
('Laerte', '1976-05-27'),
('Matilde', '1976-05-25'),
('Adriano', '1976-05-19'),
('Elga', '1976-05-18'),
('Cristyn', '1976-05-17'),
('Rosaria', '1976-05-15'),
('Ubaldo', '1976-05-15'),
('Secondo', '1976-05-15'),
('Giacinta', '1976-05-10'),
('Max', '1976-05-09'),
('Helga', '1976-05-09'),
('Marianita', '1976-05-09'),
('Diamante', '1976-05-08'),
('Nayade', '1976-05-05'),
('Fatima', '1976-05-04'),
('Amos', '1976-05-04'),
('Cira', '1976-05-03'),
('Sasha', '1976-04-29'),
('Graziano', '1976-04-29'),
('Marzio', '1976-04-28'),
('Nick', '1976-04-26'),
('Zelida', '1976-04-18'),
('Mauro', '1976-04-17'),
('Rebecca', '1976-04-15'),
('Michael', '1976-04-15'),
('Muzio', '1976-04-15'),
('Giacinta', '1976-04-07'),
('Sibilla', '1976-04-03'),
('Gastone', '1976-03-28'),
('Arduino', '1976-03-28'),
('Rocco', '1976-03-27'),
('Clea', '1976-03-24'),
('Quirino', '1976-03-21'),
('Guendalina', '1976-03-20'),
('Vania', '1976-03-18'),
('Kai', '1976-03-17'),
('Rosaria', '1976-03-16'),
('Augusto', '1976-03-15'),
('Arduino', '1976-03-14'),
('Cosetta', '1976-03-14'),
('Boris', '1976-03-13'),
('Grazia', '1976-03-10'),
('Gaetano', '1976-03-10'),
('Marina', '1976-03-10'),
('Emilia', '1976-03-09'),
('Thea', '1976-03-07'),
('Arturo', '1976-03-06'),
('Rebecca', '1976-03-03'),
('Amos', '1976-03-01'),
('Loris', '1976-03-01'),
('Antonino', '1976-02-29'),
('Jarno', '1976-02-28'),
('Cristyn', '1976-02-22'),
('Sabatino', '1976-02-20'),
('Sibilla', '1976-02-20'),
('Manfredi', '1976-02-20'),
('Giacobbe', '1976-02-19'),
('Ione', '1976-02-17'),
('Raoul', '1976-02-14'),
('Mercedes', '1976-02-13'),
('Giacinto', '1976-02-13'),
('Guendalina', '1976-02-12'),
('Ferdinando', '1976-02-12'),
('Matilde', '1976-02-09'),
('Ciro', '1976-02-09'),
('Anastasio', '1976-02-08'),
('Pietro', '1976-02-03'),
('Giuliano', '1976-02-01'),
('Eustachio', '1976-01-26'),
('Audenico', '1976-01-26'),
('Concetta', '1976-01-23'),
('Carlo', '1976-01-22'),
('Odino', '1976-01-18'),
('Gerlando', '1976-01-18'),
('Rosolino', '1976-01-13'),
('Eusebio', '1976-01-10'),
('Loredana', '1976-01-08'),
('Arturo', '1976-01-07'),
('Selvaggia', '1976-01-07'),
('Claudia', '1976-01-07'),
('Romeo', '1976-01-06'),
('Matilde', '1975-12-28'),
('Egisto', '1975-12-22'),
('Laerte', '1975-12-22'),
('Marcella', '1975-12-19'),
('Raoul', '1975-12-16'),
('Serse', '1975-12-12'),
('Morgana', '1975-12-11'),
('Laura', '1975-12-09'),
('Prisca', '1975-12-05'),
('Silverio', '1975-12-05'),
('Muzio', '1975-12-04'),
('Violante', '1975-12-01'),
('Flaviana', '1975-11-30'),
('Diamante', '1975-11-29'),
('Tosca', '1975-11-28'),
('Lamberto', '1975-11-27'),
('Gianmarco', '1975-11-23'),
('Felicia', '1975-11-23'),
('Audenico', '1975-11-17'),
('Domiziano', '1975-11-16'),
('Lamberto', '1975-11-11'),
('Felicia', '1975-11-11'),
('Rudy', '1975-11-09'),
('Giorgio', '1975-11-07'),
('Grazia', '1975-11-02'),
('Fiorentino', '1975-10-31'),
('Demian', '1975-10-30'),
('Thea', '1975-10-30'),
('Marianita', '1975-10-29'),
('Ian', '1975-10-24'),
('Quasimodo', '1975-10-23'),
('Quasimodo', '1975-10-23'),
('Caio', '1975-10-20'),
('Jack', '1975-10-20'),
('Caligola', '1975-10-11'),
('Xavier', '1975-10-10'),
('Monia', '1975-10-10'),
('Mariagiulia', '1975-10-07'),
('Ethan', '1975-10-06'),
('Oretta', '1975-10-05'),
('Laura', '1975-10-05'),
('Xavier', '1975-09-30'),
('Helga', '1975-09-29'),
('Modesto', '1975-09-24'),
('Tosca', '1975-09-24'),
('Gelsomina', '1975-09-24'),
('Sabino', '1975-09-20'),
('Zelida', '1975-09-17'),
('Michele', '1975-09-17'),
('Muzio', '1975-09-16'),
('Marino', '1975-09-15'),
('Joannes', '1975-09-15'),
('Raniero', '1975-09-13'),
('Loredana', '1975-09-12'),
('Vania', '1975-09-09'),
('Lucrezia', '1975-09-08'),
('Cleopatra', '1975-09-06'),
('Sarita', '1975-09-04'),
('Vinicio', '1975-09-03'),
('Walter', '1975-09-02'),
('Mauro', '1975-09-01'),
('Valdo', '1975-08-24'),
('Marieva', '1975-08-23'),
('Giordano', '1975-08-20'),
('Rocco', '1975-08-19'),
('Trevis', '1975-08-19'),
('Vinicio', '1975-08-18'),
('Damiano', '1975-08-17'),
('Noemi', '1975-08-17'),
('Luna', '1975-08-09'),
('Monia', '1975-08-08'),
('Maika', '1975-08-08'),
('Samuel', '1975-08-04'),
('Clea', '1975-08-02'),
('Filomena', '1975-07-28'),
('Maristella', '1975-07-25'),
('Amedeo', '1975-07-17'),
('Fiorenzo', '1975-07-17'),
('Rosita', '1975-07-14'),
('Donatella', '1975-07-09'),
('Giobbe', '1975-07-05'),
('Lisa', '1975-07-05'),
('Carmela', '1975-07-02'),
('Mauro', '1975-06-30'),
('Kristel', '1975-06-30'),
('Enrica', '1975-06-29'),
('Cassiopea', '1975-06-28'),
('Mariapia', '1975-06-23'),
('Jelena', '1975-06-20'),
('Flaviana', '1975-06-20'),
('Miriana', '1975-06-20'),
('Olo', '1975-06-15'),
('Amedeo', '1975-06-15'),
('Ippolito', '1975-06-12'),
('Sarita', '1975-06-10'),
('Costantino', '1975-06-10'),
('Iacopo', '1975-06-09'),
('Iacopo', '1975-06-07'),
('Zelida', '1975-06-07'),
('Joannes', '1975-05-31'),
('Lucrezia', '1975-05-26'),
('Mariano', '1975-05-23'),
('Flaviana', '1975-05-20'),
('Jelena', '1975-05-12'),
('Rocco', '1975-05-11'),
('Quarto', '1975-05-10'),
('Amedeo', '1975-05-07'),
('Lisa', '1975-05-06'),
('Zelida', '1975-05-06'),
('Danthon', '1975-05-03'),
('Sue ellen', '1975-05-02'),
('Anselmo', '1975-05-01'),
('Giacinta', '1975-05-01'),
('Demi', '1975-04-29'),
('Mariapia', '1975-04-29'),
('Monia', '1975-04-27'),
('Eufemia', '1975-04-26'),
('Romeo', '1975-04-26'),
('Sarita', '1975-04-25'),
('Vienna', '1975-04-24'),
('Antonino', '1975-04-24'),
('Mariapia', '1975-04-23'),
('Mauro', '1975-04-17'),
('Luce', '1975-04-15'),
('Joshua', '1975-04-13'),
('Benedetta', '1975-04-11'),
('Mariapia', '1975-04-05'),
('Marieva', '1975-04-05'),
('Yago', '1975-04-04'),
('Edilio', '1975-04-03'),
('Claudia', '1975-04-01'),
('Joshua', '1975-03-30'),
('Soriana', '1975-03-27'),
('Tazio', '1975-03-26'),
('Rebecca', '1975-03-24'),
('Gregorio', '1975-03-23'),
('Pacifico', '1975-03-22'),
('Gastone', '1975-03-22'),
('Demis', '1975-03-21'),
('Fernando', '1975-03-19'),
('Noel', '1975-03-18'),
('Laura', '1975-03-17'),
('Edilio', '1975-03-16'),
('Jole', '1975-03-15'),
('Rudy', '1975-03-13'),
('Luna', '1975-03-12'),
('Demian', '1975-03-11'),
('Concetta', '1975-03-11'),
('Piccarda', '1975-03-08'),
('Damiana', '1975-03-08'),
('Matilde', '1975-03-06'),
('Ilario', '1975-03-06'),
('Isabel', '1975-03-06'),
('Eusebio', '1975-03-03'),
('Cesidia', '1975-03-02'),
('Demian', '1975-03-02'),
('Cleopatra', '1975-02-25'),
('Nunzia', '1975-02-19'),
('Gianleonardo', '1975-02-16'),
('Luce', '1975-02-15'),
('Rudy', '1975-02-06'),
('Jarno', '1975-02-05'),
('Rocco', '1975-02-05'),
('Emanuel', '1975-02-05'),
('Quarto', '1975-02-04'),
('Mirko', '1975-02-04'),
('Rita', '1975-01-28'),
('Flavio', '1975-01-28'),
('Gastone', '1975-01-26'),
('Loredana', '1975-01-26'),
('Soriana', '1975-01-21'),
('Flavio', '1975-01-21'),
('Celeste', '1975-01-21'),
('Yago', '1975-01-21'),
('Alessio', '1975-01-14'),
('Grazia', '1975-01-11'),
('Cassiopea', '1975-01-10'),
('Dindo', '1975-01-10'),
('Cristyn', '1975-01-04'),
('Eusebio', '1974-12-29'),
('Germano', '1974-12-24'),
('Lia', '1974-12-24'),
('Thea', '1974-12-20'),
('Selvaggia', '1974-12-19'),
('Shaira', '1974-12-15'),
('Lidia', '1974-12-14'),
('Marianita', '1974-12-14'),
('Felicia', '1974-12-14'),
('Egisto', '1974-12-13'),
('Damiana', '1974-12-12'),
('Quirino', '1974-12-12'),
('Rosalino', '1974-12-09'),
('Manuele', '1974-12-03'),
('Bibiana', '1974-12-03'),
('Ursula', '1974-11-28'),
('Amedeo', '1974-11-25'),
('Joseph', '1974-11-24'),
('Ortensia', '1974-11-20'),
('Gavino', '1974-11-20'),
('Modesto', '1974-11-15'),
('Genziana', '1974-11-13'),
('Assia', '1974-11-09'),
('Luna', '1974-11-09'),
('Moreno', '1974-11-07'),
('Ilario', '1974-11-05'),
('Albino', '1974-10-31'),
('Benedetta', '1974-10-30'),
('Cleopatra', '1974-10-27'),
('Quirino', '1974-10-26'),
('Timothy', '1974-10-25'),
('Cleopatra', '1974-10-23'),
('Monia', '1974-10-23'),
('Quarto', '1974-10-23'),
('Davide', '1974-10-23'),
('Rita', '1974-10-22'),
('Alessandro', '1974-10-22'),
('Mietta', '1974-10-21'),
('Nick', '1974-10-20'),
('Luce', '1974-10-15'),
('Baldassarre', '1974-10-14'),
('Violante', '1974-10-03'),
('Baldassarre', '1974-10-01'),
('Isabel', '1974-10-01'),
('Marzio', '1974-09-28'),
('Ninfa', '1974-09-19'),
('Maika', '1974-09-19'),
('Neri', '1974-09-18'),
('Dimitri', '1974-09-16'),
('Timothy', '1974-09-15'),
('Celeste', '1974-09-14'),
('Baldassarre', '1974-09-12'),
('Joshua', '1974-09-10'),
('Gastone', '1974-09-09'),
('Giacinto', '1974-09-02'),
('Pietro', '1974-08-17'),
('Kristel', '1974-08-16'),
('Artes', '1974-08-08'),
('Loredana', '1974-08-02'),
('Silvano', '1974-07-26'),
('Mattia', '1974-07-25'),
('Fiorenzo', '1974-07-22'),
('Pericle', '1974-07-18'),
('Giuliano', '1974-07-16'),
('Guendalina', '1974-07-15'),
('Jarno', '1974-07-10'),
('Leone', '1974-07-07'),
('Ursula', '1974-07-05'),
('Cosetta', '1974-07-05'),
('Lisa', '1974-07-03'),
('Patrizio', '1974-07-03'),
('Radames', '1974-06-30'),
('Ivonne', '1974-06-29'),
('Diamante', '1974-06-28'),
('Armando', '1974-06-23'),
('Yago', '1974-06-14'),
('Artemide', '1974-06-09'),
('Vitalba', '1974-06-05'),
('Noah', '1974-06-01'),
('Baldassarre', '1974-06-01'),
('Cira', '1974-05-25'),
('Giacobbe', '1974-05-22'),
('Cesidia', '1974-05-19'),
('Audenico', '1974-05-16'),
('Nicoletta', '1974-05-15'),
('Eustachio', '1974-05-14'),
('Piersilvio', '1974-05-13'),
('Rosalba', '1974-05-12'),
('Lamberto', '1974-05-12'),
('Cira', '1974-05-08'),
('Brigitta', '1974-05-06'),
('Miriam', '1974-05-05'),
('Vera', '1974-04-30'),
('Filomena', '1974-04-26'),
('Sue ellen', '1974-04-24'),
('Gastone', '1974-04-24'),
('Danuta', '1974-04-19'),
('Hector', '1974-04-19'),
('Kayla', '1974-04-18'),
('Carlo', '1974-04-16'),
('Orfeo', '1974-04-14'),
('Evita', '1974-04-12'),
('Lucrezia', '1974-04-09'),
('Timothy', '1974-04-08'),
('Modesto', '1974-04-05'),
('Hector', '1974-04-02'),
('Cira', '1974-03-30'),
('Ursula', '1974-03-25'),
('Erminio', '1974-03-21'),
('Davide', '1974-03-17'),
('Vienna', '1974-03-14'),
('Brigitta', '1974-03-07'),
('Rita', '1974-03-05'),
('Sabino', '1974-03-03'),
('Kris', '1974-03-02'),
('Concetta', '1974-02-28'),
('Rita', '1974-02-27'),
('Alberto', '1974-02-26'),
('Guendalina', '1974-02-25'),
('Gregorio', '1974-02-24'),
('Max', '1974-02-23'),
('Elda', '1974-02-19'),
('Vitalba', '1974-02-17'),
('Giovanna', '1974-02-12'),
('Damiana', '1974-02-08'),
('Giorgio', '1974-02-07'),
('Fatima', '1974-02-02'),
('Joseph', '1974-02-01'),
('Mariagiulia', '1974-01-31'),
('Rosaria', '1974-01-26'),
('Luce', '1974-01-23'),
('Demis', '1974-01-21'),
('Alighieri', '1974-01-19'),
('Emilia', '1974-01-16'),
('Cassiopea', '1974-01-15'),
('Sue ellen', '1974-01-14'),
('Piccarda', '1974-01-10'),
('Enrico', '1974-01-07'),
('Cira', '1974-01-06'),
('Gilda', '1974-01-03'),
('Costantino', '1974-01-03'),
('Manfredi', '1974-01-03'),
('Serse', '1974-01-01'),
('Damiano', '1973-12-30'),
('Vera', '1973-12-29'),
('Deborah', '1973-12-27'),
('Nicoletta', '1973-12-22'),
('Gelsomina', '1973-12-18'),
('Sibilla', '1973-12-12'),
('Sibilla', '1973-12-08'),
('Emilia', '1973-12-07'),
('Cira', '1973-12-04'),
('Mattia', '1973-12-03'),
('Edvige', '1973-12-03'),
('Vitalba', '1973-11-29'),
('Luce', '1973-11-29'),
('Elda', '1973-11-26'),
('Ethan', '1973-11-26'),
('Rosaria', '1973-11-25'),
('Ercole', '1973-11-23'),
('Cesidia', '1973-11-19'),
('Folco', '1973-11-18'),
('Edilio', '1973-11-16'),
('Gianmarco', '1973-11-14'),
('Cosetta', '1973-11-12'),
('Jole', '1973-11-10'),
('Noel', '1973-11-06'),
('Violante', '1973-11-05'),
('Giovanna', '1973-11-01'),
('Demi', '1973-10-31'),
('Selvaggia', '1973-10-28'),
('Assia', '1973-10-27'),
('Diamante', '1973-10-23'),
('Noel', '1973-10-23'),
('Fatima', '1973-10-17'),
('Sarita', '1973-10-16'),
('Lia', '1973-10-16'),
('Luce', '1973-10-16'),
('Lamberto', '1973-10-13'),
('Timoteo', '1973-10-08'),
('Samuel', '1973-10-07'),
('Primo', '1973-10-03'),
('Ileana', '1973-10-02'),
('Eufemia', '1973-10-02'),
('Mariagiulia', '1973-10-02'),
('Evangelista', '1973-10-01'),
('Laura', '1973-09-26'),
('Sasha', '1973-09-24'),
('Bibiana', '1973-09-23'),
('Vitalba', '1973-09-22'),
('Mariagiulia', '1973-09-19'),
('Osvaldo', '1973-09-18'),
('Rosita', '1973-09-17'),
('Isabel', '1973-09-16'),
('Giulietta', '1973-09-16'),
('Morgana', '1973-09-16'),
('Bibiana', '1973-09-15'),
('Artemide', '1973-09-11'),
('Pablo', '1973-09-11'),
('Jole', '1973-09-05'),
('Pierfrancesco', '1973-09-05'),
('Miriam', '1973-08-31'),
('Joshua', '1973-08-31'),
('Rosalba', '1973-08-31'),
('Oreste', '1973-08-29'),
('Mirco', '1973-08-28'),
('Ivonne', '1973-08-21'),
('Filomena', '1973-08-18'),
('Lidia', '1973-08-17'),
('Rosolino', '1973-08-16'),
('Pericle', '1973-08-15'),
('Michele', '1973-08-12'),
('Luce', '1973-08-11'),
('Emilia', '1973-08-11'),
('Marco', '1973-08-09'),
('Rufo', '1973-08-08'),
('Maika', '1973-07-31'),
('Noemi', '1973-07-30'),
('Nicoletta', '1973-07-26'),
('Furio', '1973-07-24'),
('Joseph', '1973-07-18'),
('Marina', '1973-07-18'),
('Erminia', '1973-07-13'),
('Italo', '1973-07-05'),
('Jelena', '1973-07-02'),
('Maristella', '1973-07-01'),
('Gabriele', '1973-07-01'),
('Maruska', '1973-07-01'),
('Vitalba', '1973-06-30'),
('Giordano', '1973-06-26'),
('Giulietta', '1973-06-23'),
('Damiana', '1973-06-20'),
('Irene', '1973-06-19'),
('Deborah', '1973-06-16'),
('Rita', '1973-06-13'),
('Radames', '1973-06-12'),
('Enrica', '1973-06-10'),
('Clodovea', '1973-06-07'),
('Mercedes', '1973-06-06'),
('Violante', '1973-06-06'),
('Amerigo', '1973-06-04'),
('Samuel', '1973-06-02'),
('Egisto', '1973-05-31'),
('Mirko', '1973-05-30'),
('Cesidia', '1973-05-27'),
('Rosita', '1973-05-24'),
('Mattia', '1973-05-23'),
('Armando', '1973-05-23'),
('Ludovico', '1973-05-16'),
('Rosolino', '1973-05-06'),
('Jole', '1973-05-04'),
('Filomena', '1973-05-04'),
('Costantino', '1973-05-01'),
('Filomena', '1973-04-26'),
('Loris', '1973-04-22'),
('Monia', '1973-04-20'),
('Emanuel', '1973-04-15'),
('Rebecca', '1973-04-14'),
('Tommaso', '1973-04-10'),
('Rocco', '1973-04-09'),
('Damiano', '1973-04-08'),
('Rodolfo', '1973-04-05'),
('Piersilvio', '1973-04-04'),
('Nunzia', '1973-04-02'),
('Walter', '1973-03-31'),
('Noel', '1973-03-28'),
('Ausonio', '1973-03-25'),
('Artemide', '1973-03-22'),
('Samira', '1973-03-18'),
('Ione', '1973-03-18'),
('Clodovea', '1973-03-16'),
('Carlo', '1973-03-16'),
('Michael', '1973-03-14'),
('Giulio', '1973-03-13'),
('Giacobbe', '1973-03-11'),
('Vera', '1973-03-05'),
('Italo', '1973-03-03'),
('Neri', '1973-03-03'),
('Mariagiulia', '1973-03-02'),
('Emidio', '1973-02-26'),
('Gerlando', '1973-02-22'),
('Carmelo', '1973-02-18'),
('Mirco', '1973-02-04'),
('Antimo', '1973-02-02'),
('Antonino', '1973-01-31'),
('Gianantonio', '1973-01-30'),
('Giobbe', '1973-01-30'),
('Diana', '1973-01-29'),
('Bettino', '1973-01-26'),
('Elga', '1973-01-25'),
('Ursula', '1973-01-24'),
('Gabriele', '1973-01-22'),
('Akira', '1973-01-21'),
('Rosita', '1973-01-20'),
('Ulrico', '1973-01-19'),
('Ruth', '1973-01-18'),
('Piccarda', '1973-01-15'),
('Noah', '1973-01-13'),
('Maika', '1973-01-08'),
('Ursula', '1973-01-06'),
('Piererminio', '1973-01-01'),
('Olimpia', '1972-12-30'),
('Ivonne', '1972-12-29'),
('Ermes', '1972-12-25'),
('Jack', '1972-12-25'),
('Zelida', '1972-12-24'),
('Vinicio', '1972-12-21'),
('Marzio', '1972-12-20'),
('Elga', '1972-12-16'),
('Omar', '1972-12-12'),
('Clodovea', '1972-12-10'),
('Joannes', '1972-12-03'),
('Gelsomina', '1972-12-02'),
('Vania', '1972-12-02'),
('Gianleonardo', '1972-12-01'),
('Neri', '1972-11-29'),
('Akira', '1972-11-28'),
('Luna', '1972-11-27'),
('Noah', '1972-11-27'),
('Giacobbe', '1972-11-26'),
('Timothy', '1972-11-25'),
('Ciro', '1972-11-25'),
('Luce', '1972-11-23'),
('Clea', '1972-11-23'),
('Marina', '1972-11-19'),
('Donatella', '1972-11-16'),
('Artemide', '1972-11-16'),
('Nabil', '1972-11-15'),
('Damiano', '1972-11-14'),
('Piccarda', '1972-11-13'),
('Clodovea', '1972-11-12'),
('Maria', '1972-11-11'),
('Eufemia', '1972-11-10'),
('Sue ellen', '1972-11-09'),
('Egidio', '1972-11-08'),
('Carlo', '1972-11-05'),
('Edilio', '1972-10-31'),
('Laura', '1972-10-26'),
('Lisa', '1972-10-23'),
('Mariagiulia', '1972-10-21'),
('Prisca', '1972-10-18'),
('Ursula', '1972-10-16'),
('Tazio', '1972-10-14'),
('Ettore', '1972-10-14'),
('Vinicio', '1972-10-09'),
('Joseph', '1972-10-07'),
('Tristano', '1972-10-06'),
('Gabriele', '1972-09-30'),
('Selvaggia', '1972-09-30'),
('Lorenzo', '1972-09-30'),
('Giacinto', '1972-09-27'),
('Muzio', '1972-09-26'),
('Leonardo', '1972-09-25'),
('Graziano', '1972-09-18'),
('Modesto', '1972-09-12'),
('Laura', '1972-09-08'),
('Bortolo', '1972-09-07'),
('Albino', '1972-09-05'),
('Alessandro', '1972-09-04'),
('Kociss', '1972-09-04'),
('Mariagiulia', '1972-09-02'),
('Secondo', '1972-09-01'),
('Antonio', '1972-08-31'),
('Celeste', '1972-08-28'),
('Maika', '1972-08-25'),
('Ubaldo', '1972-08-24'),
('Rita', '1972-08-23'),
('Vera', '1972-08-20'),
('Lia', '1972-08-12'),
('Romeo', '1972-08-06'),
('Sue ellen', '1972-08-05'),
('Irene', '1972-08-04'),
('Marco', '1972-07-31'),
('Piccarda', '1972-07-28'),
('Nick', '1972-07-27'),
('Jelena', '1972-07-25'),
('Selvaggia', '1972-07-23'),
('Danthon', '1972-07-22'),
('Emidio', '1972-07-21'),
('Joshua', '1972-07-20'),
('Ursula', '1972-07-19'),
('Lidia', '1972-07-17'),
('Ileana', '1972-07-05'),
('Doriana', '1972-06-30'),
('Fatima', '1972-06-28'),
('Clodovea', '1972-06-24'),
('Baldassarre', '1972-06-21'),
('Ludovico', '1972-06-20'),
('Vienna', '1972-06-14'),
('Enrico', '1972-06-12'),
('Abramo', '1972-06-10'),
('Vera', '1972-06-07'),
('Neri', '1972-06-06'),
('Baldassarre', '1972-05-31'),
('Assia', '1972-05-30'),
('Irene', '1972-05-29'),
('Marvin', '1972-05-28'),
('Ruth', '1972-05-25'),
('Giacinto', '1972-05-24'),
('Genziana', '1972-05-24'),
('Kristel', '1972-05-22'),
('Maggiore', '1972-05-21'),
('Primo', '1972-05-19'),
('Elga', '1972-05-18'),
('Celeste', '1972-05-17'),
('Sabino', '1972-05-14'),
('Danuta', '1972-05-11'),
('Miriana', '1972-05-06'),
('Nick', '1972-05-05'),
('Timoteo', '1972-05-05'),
('Sasha', '1972-05-03'),
('Danny', '1972-04-25'),
('Rita', '1972-04-24'),
('Egisto', '1972-04-21'),
('Alessio', '1972-04-19'),
('Ludovico', '1972-04-19'),
('Assia', '1972-04-17'),
('Olimpia', '1972-04-10'),
('Matteo', '1972-04-10'),
('Neri', '1972-04-09'),
('Kris', '1972-04-07'),
('Graziano', '1972-04-05'),
('Mariapia', '1972-04-03'),
('Nathan', '1972-04-02'),
('Alessio', '1972-03-31'),
('Ubaldo', '1972-03-30'),
('Maruska', '1972-03-25'),
('Nicoletta', '1972-03-24'),
('Elio', '1972-03-24'),
('Evangelista', '1972-03-23'),
('Luce', '1972-03-23'),
('Bernardo', '1972-03-20'),
('Ippolito', '1972-03-05'),
('Soriana', '1972-03-04'),
('Leonardo', '1972-03-03'),
('Odone', '1972-03-01'),
('Mauro', '1972-03-01'),
('Michael', '1972-02-29'),
('Siro', '1972-02-29'),
('Sirio', '1972-02-25'),
('Umberto', '1972-02-24'),
('Ivonne', '1972-02-22'),
('Concetta', '1972-02-12'),
('Giovanna', '1972-02-11'),
('Ursula', '1972-02-11'),
('Radames', '1972-02-10'),
('Tazio', '1972-02-07'),
('Penelope', '1972-02-03'),
('Rebecca', '1972-01-31'),
('Odone', '1972-01-28'),
('Donatella', '1972-01-27'),
('Patrizio', '1972-01-24'),
('Rosolino', '1972-01-22'),
('Tristano', '1972-01-21'),
('Lucrezia', '1972-01-20'),
('Giulietta', '1972-01-19'),
('Doriana', '1972-01-17'),
('Nunzia', '1972-01-14'),
('Marvin', '1972-01-13'),
('Nico', '1972-01-10'),
('Ursula', '1972-01-10'),
('Artemide', '1972-01-05'),
('Arturo', '1972-01-04'),
('Matilde', '1971-12-27'),
('Rosita', '1971-12-21'),
('Pablo', '1971-12-20'),
('Odino', '1971-12-17'),
('Nayade', '1971-12-15'),
('Helga', '1971-12-15'),
('Oreste', '1971-12-14'),
('Demi', '1971-12-09'),
('Aroldo', '1971-12-07'),
('Pietro', '1971-12-05'),
('Benedetta', '1971-12-03'),
('Mattia', '1971-11-26'),
('Gianmarco', '1971-11-26'),
('Michele', '1971-11-25'),
('Assia', '1971-11-20'),
('Renzo', '1971-11-18'),
('Erminio', '1971-11-18'),
('Rosita', '1971-11-18'),
('Kai', '1971-11-16'),
('Maika', '1971-11-14'),
('Baldassarre', '1971-11-13'),
('Timoteo', '1971-11-10'),
('Mariagiulia', '1971-11-09'),
('Olo', '1971-11-09'),
('Sesto', '1971-11-08'),
('Damiana', '1971-11-04'),
('Zelida', '1971-11-02'),
('Nico', '1971-10-31'),
('Grazia', '1971-10-30'),
('Vania', '1971-10-29'),
('Timoteo', '1971-10-28'),
('Zelida', '1971-10-27'),
('Iacopo', '1971-10-24'),
('Mercedes', '1971-10-24'),
('Nayade', '1971-10-23'),
('Kayla', '1971-10-20'),
('Lia', '1971-10-20'),
('Lisa', '1971-10-17'),
('Vera', '1971-10-13'),
('Cirino', '1971-10-09'),
('Dylan', '1971-10-07'),
('Alessio', '1971-10-07'),
('Sebastian', '1971-10-06'),
('Giobbe', '1971-10-02'),
('Celeste', '1971-09-30'),
('Artemide', '1971-09-28'),
('Carmela', '1971-09-26'),
('Dante', '1971-09-23'),
('Elga', '1971-09-23'),
